start	end	spacer	repeat_unit
1366269	1366283	1	7
1366411	1366425	5	5
1366671	1366687	7	5
1366689	1366705	7	5
1366914	1366932	7	6
1367026	1367041	6	5
1367034	1367048	1	7
1367125	1367142	8	5
1367207	1367222	6	5
1367328	1367349	8	7
1367504	1367519	4	6
1367564	1367579	6	5
1367708	1367725	8	5
1367969	1367982	4	5
1368040	1368052	3	5
1368202	1368218	5	6
1368465	1368481	7	5
1368494	1368509	6	5
1368580	1368594	3	6
1368663	1368679	5	6
1368757	1368778	8	7
1369023	1369037	5	5
1369084	1369097	4	5
1369259	1369278	6	7
1369653	1369674	8	7
1370020	1370035	4	6
1370100	1370116	7	5
1370100	1370117	8	5
1370279	1370294	6	5
1370729	1370747	7	6
1370868	1370881	4	5
1371502	1371516	1	7
1371927	1371942	4	6
1372063	1372079	7	5
1372744	1372761	8	5
1372941	1372957	7	5
1373277	1373300	8	8
1373889	1373906	8	5
1374233	1374246	4	5
1374234	1374248	1	7
1374786	1374802	5	6
1374807	1374821	3	6
1374982	1374999	8	5
1375053	1375068	6	5
1375057	1375074	4	7
1375081	1375099	5	7
1375464	1375480	7	5
1375628	1375644	7	5
1375942	1375958	7	5
1376184	1376197	2	6
1376200	1376215	2	7
1376275	1376290	6	5
1376529	1376543	5	5
1376702	1376715	2	6
1376945	1376961	3	7
1376961	1376975	5	5
1377232	1377248	7	5
1377243	1377257	5	5
1377343	1377358	4	6
1377683	1377699	7	5
1378254	1378270	5	6
1378304	1378317	4	5
1378447	1378460	4	5
1378877	1378891	5	5
1378957	1378973	5	6
1378975	1378992	8	5
1379018	1379030	3	5
1379181	1379193	1	6
1379189	1379203	5	5
1379401	1379418	8	5
1379566	1379583	8	5
1379728	1379741	4	5
1380235	1380252	8	5
1380245	1380260	4	6
1380273	1380287	3	6
1380411	1380423	1	6
1380773	1380789	7	5
1380997	1381010	4	5
1381325	1381346	8	7
1381652	1381665	2	6
1381702	1381717	6	5
1381852	1381866	5	5
1381857	1381869	1	6
1381866	1381882	7	5
1381908	1381925	4	7
1381943	1381960	8	5
1381994	1382009	4	6
1382598	1382617	8	6
1382745	1382759	3	6
1382887	1382903	7	5
1382918	1382931	4	5
1382917	1382937	7	7
1383105	1383121	7	5
1383631	1383643	3	5
1384405	1384421	7	5
1384683	1384698	6	5
1385021	1385039	7	6
1385079	1385098	8	6
1385678	1385695	8	5
1385685	1385702	8	5
1385788	1385802	5	5
1385796	1385809	2	6
1385862	1385875	4	5
1385891	1385906	6	5
1385915	1385930	6	5
1386148	1386164	7	5
1386188	1386204	7	5
1386441	1386456	4	6
1386632	1386649	6	6
1386732	1386746	5	5
1386743	1386757	1	7
1386890	1386902	1	6
1387054	1387067	2	6
1387104	1387118	5	5
1387138	1387155	8	5
1387156	1387174	5	7
1387455	1387468	4	5
1387566	1387579	4	5
1387588	1387601	4	5
1387836	1387848	3	5
1388181	1388196	6	5
1388267	1388301	3	16
1388295	1388310	6	5
1388349	1388366	8	5
1388518	1388532	1	7
1388573	1388585	3	5
1388668	1388685	6	6
1388877	1388891	5	5
1389055	1389070	6	5
1389183	1389200	8	5
1389386	1389400	5	5
1389886	1389900	5	5
1389913	1389926	4	5
1390033	1390048	6	5
1390202	1390216	5	5
1390247	1390259	3	5
1390564	1390579	4	6
1390649	1390662	4	5
1390854	1390868	5	5
1390879	1390892	4	5
1390882	1390897	6	5
1390890	1390905	6	5
1390965	1390979	5	5
1391335	1391352	8	5
1391346	1391360	5	5
1391411	1391427	7	5
1391572	1391586	5	5
1391896	1391911	6	5
1391924	1391941	8	5
1391941	1391957	7	5
1391953	1391966	0	7
1392208	1392225	6	6
1392352	1392368	7	5
1392372	1392386	5	5
1392758	1392775	8	5
1392880	1392893	4	5
1393031	1393047	5	6
1393083	1393095	3	5
1393452	1393466	5	5
1393740	1393757	8	5
1394111	1394125	5	5
1394671	1394684	4	5
1395001	1395016	2	7
1395082	1395101	6	7
1395094	1395108	5	5
1395536	1395551	6	5
1395705	1395720	6	5
1395717	1395732	4	6
1396169	1396184	4	6
1396208	1396223	6	5
1396243	1396260	8	5
1396443	1396455	3	5
1396677	1396694	8	5
1396765	1396778	4	5
1396849	1396864	4	6
1396932	1396944	3	5
1396970	1396984	5	5
1397245	1397260	4	6
1397318	1397337	6	7
1397632	1397651	4	8
1397714	1397734	7	7
1398133	1398150	8	5
1398486	1398499	4	5
1398641	1398656	6	5
1398720	1398736	7	5
1398815	1398831	7	5
1398863	1398878	6	5
1399050	1399064	5	5
1399053	1399067	5	5
1399099	1399114	4	6
1399544	1399561	6	6
1399620	1399636	7	5
1399655	1399674	4	8
1399676	1399690	5	5
1399856	1399871	6	5
1400866	1400878	1	6
1400879	1400891	1	6
1400887	1400899	3	5
1400917	1400933	5	6
1401188	1401205	8	5
1401197	1401214	8	5
1401510	1401526	7	5
1401755	1401769	5	5
1401821	1401833	3	5
1402068	1402080	3	5
1402177	1402192	6	5
1402713	1402727	5	5
1402965	1402980	0	8
1403036	1403052	7	5
1403164	1403179	6	5
1403208	1403225	8	5
1403226	1403242	7	5
1403284	1403296	3	5
1403333	1403345	3	5
1403469	1403484	6	5
1403770	1403784	5	5
1404242	1404256	5	5
1404494	1404507	4	5
1404631	1404648	8	5
1404715	1404731	7	5
1405330	1405347	8	5
1405861	1405876	4	6
1405872	1405888	5	6
1405926	1405938	3	5
1406086	1406105	6	7
1406470	1406487	6	6
1406558	1406571	4	5
1407036	1407057	8	7
1407221	1407239	7	6
1407292	1407305	0	7
1407405	1407420	6	5
1407405	1407419	3	6
1407472	1407486	5	5
1407532	1407546	5	5
1407752	1407769	8	5
1407859	1407874	4	6
1407917	1407933	3	7
1408280	1408297	8	5
1408547	1408560	2	6
1408592	1408604	3	5
1409127	1409142	6	5
1409223	1409242	6	7
1409603	1409618	6	5
1409611	1409631	7	7
1409638	1409653	6	5
1409666	1409682	7	5
1409894	1409907	2	6
1410044	1410057	4	5
1410083	1410096	4	5
1410249	1410264	6	5
1410542	1410563	8	7
1410605	1410621	7	5
1410764	1410779	6	5
1410942	1410956	5	5
1411182	1411195	4	5
1411242	1411256	3	6
1411271	1411287	7	5
1411281	1411296	6	5
1411301	1411315	5	5
1411341	1411354	4	5
1411493	1411506	4	5
1411693	1411705	3	5
1411837	1411853	3	7
1412194	1412211	8	5
1412283	1412300	8	5
1412287	1412302	6	5
1412405	1412418	4	5
1412466	1412482	7	5
1412782	1412799	8	5
1413022	1413040	5	7
1413119	1413133	5	5
1413235	1413252	8	5
1413249	1413264	4	6
1413333	1413347	5	5
1413377	1413391	3	6
1413504	1413519	0	8
1413578	1413595	8	5
1413859	1413872	4	5
1413930	1413944	5	5
1413929	1413946	6	6
1413956	1413976	5	8
1414009	1414030	8	7
1415125	1415141	7	5
1415167	1415179	3	5
1415230	1415244	5	5
1415242	1415259	6	6
1415330	1415342	3	5
1415656	1415669	4	5
1416371	1416387	7	5
1416754	1416769	6	5
1417227	1417243	7	5
1417254	1417275	8	7
1417294	1417306	3	5
1417458	1417482	5	10
1417503	1417519	7	5
1417705	1417717	3	5
1417797	1417810	4	5
1418003	1418018	4	6
1418239	1418252	4	5
1418246	1418260	5	5
1418918	1418933	6	5
1418921	1418938	8	5
1418962	1418979	8	5
1418966	1418991	6	10
1419099	1419114	6	5
1419559	1419575	5	6
1419643	1419655	3	5
1419655	1419667	3	5
1419898	1419915	8	5
1419951	1419965	5	5
1419970	1419983	2	6
1420235	1420247	1	6
1420296	1420308	3	5
1420321	1420335	1	7
1420357	1420369	3	5
1420439	1420451	3	5
1420536	1420551	6	5
1420637	1420650	4	5
1420678	1420693	6	5
1420790	1420807	8	5
1420810	1420830	7	7
1421130	1421142	3	5
1421169	1421186	8	5
1421313	1421325	3	5
1421405	1421424	8	6
1421546	1421562	7	5
1421617	1421632	6	5
1421643	1421656	2	6
1421665	1421679	3	6
1421740	1421759	8	6
1421830	1421845	2	7
1422728	1422749	8	7
1422815	1422831	7	5
1422919	1422933	5	5
1423118	1423135	6	6
1423723	1423735	1	6
1423787	1423799	3	5
1423861	1423877	7	5
1423910	1423925	4	6
1424281	1424297	7	5
1424953	1424967	5	5
1425046	1425063	8	5
1425328	1425340	3	5
1425633	1425654	8	7
1425723	1425736	4	5
1426168	1426188	1	10
1426185	1426198	4	5
1426239	1426255	7	5
1426252	1426265	4	5
1426305	1426317	1	6
1426409	1426430	6	8
1426532	1426547	6	5
1426728	1426744	7	5
1426825	1426839	5	5
1426966	1426980	3	6
1427072	1427084	3	5
1427235	1427248	4	5
1427276	1427295	8	6
1427430	1427444	5	5
1427467	1427479	3	5
1427697	1427710	2	6
1427854	1427868	5	5
1427894	1427906	3	5
1427974	1427989	4	6
1428060	1428073	4	5
1428144	1428161	8	5
1428291	1428305	3	6
1428605	1428618	4	5
1428619	1428636	0	9
1428655	1428668	4	5
1428684	1428700	7	5
1428756	1428772	5	6
1428791	1428803	3	5
1428994	1429006	1	6
1429011	1429032	6	8
1429062	1429078	5	6
1429138	1429150	1	6
1429138	1429153	4	6
1429444	1429459	6	5
1429489	1429504	6	5
1430055	1430072	8	5
1430098	1430113	6	5
1430493	1430506	4	5
1430533	1430550	6	6
1430898	1430914	7	5
1431134	1431150	3	7
1431162	1431177	2	7
1431240	1431254	5	5
1431354	1431368	5	5
1431495	1431509	5	5
1431657	1431674	8	5
1431811	1431828	8	5
1431813	1431825	3	5
1431875	1431891	7	5
1432009	1432026	8	5
1432170	1432187	8	5
1432188	1432207	8	6
1432577	1432589	3	5
1432814	1432826	3	5
1432939	1432952	4	5
1433063	1433077	5	5
1433309	1433324	4	6
1433518	1433537	8	6
1433576	1433594	7	6
1433722	1433741	4	8
1433798	1433817	6	7
1433812	1433825	0	7
1433820	1433833	4	5
1433969	1433986	8	5
1434229	1434244	6	5
1434238	1434254	7	5
1434317	1434331	5	5
1434334	1434346	3	5
1434347	1434364	8	5
1434430	1434442	3	5
1434621	1434638	6	6
1434650	1434664	3	6
1434661	1434673	1	6
1434797	1434814	8	5
1434798	1434814	7	5
1434912	1434928	3	7
1435125	1435140	4	6
1435136	1435148	3	5
1435158	1435177	6	7
1435381	1435393	3	5
1435619	1435635	5	6
1435733	1435751	7	6
1435847	1435864	8	5
1436050	1436066	7	5
1436073	1436088	6	5
1436549	1436562	2	6
1436650	1436662	3	5
1436697	1436718	8	7
1436753	1436769	7	5
1436829	1436842	2	6
1436844	1436858	5	5
1436869	1436884	6	5
1436929	1436943	5	5
1437000	1437015	6	5
1437053	1437072	8	6
1437079	1437095	7	5
1437082	1437099	6	6
1437140	1437157	8	5
1437237	1437253	3	7
1437831	1437847	5	6
1437904	1437918	5	5
1437905	1437921	7	5
1437966	1437983	8	5
1438103	1438120	8	5
1438428	1438443	6	5
1438472	1438484	3	5
1438612	1438629	8	5
1438789	1438805	7	5
1438795	1438809	5	5
1439078	1439098	7	7
1439138	1439150	3	5
1439373	1439388	6	5
1439572	1439587	6	5
1439670	1439682	3	5
1439676	1439690	5	5
1440157	1440169	3	5
1440166	1440182	7	5
1440393	1440405	3	5
1440669	1440682	4	5
1440764	1440781	8	5
1440914	1440928	5	5
1441307	1441319	3	5
1441486	1441499	4	5
1441528	1441541	2	6
1441626	1441644	7	6
1441656	1441674	7	6
1441776	1441790	5	5
1441824	1441846	5	9
1442183	1442196	4	5
1442788	1442800	3	5
1442857	1442871	5	5
1442883	1442895	3	5
1442898	1442910	1	6
1442901	1442918	6	6
1442998	1443011	2	6
1443046	1443060	3	6
1443403	1443418	6	5
1443540	1443557	8	5
1443777	1443790	4	5
1443796	1443811	2	7
1443817	1443829	3	5
1443834	1443846	3	5
1443988	1444017	8	11
1444027	1444048	4	9
1444199	1444215	7	5
1444214	1444230	7	5
1444601	1444614	4	5
1445540	1445556	7	5
1445610	1445627	6	6
1445627	1445643	7	5
1445883	1445900	8	5
1445930	1445945	6	5
1445948	1445963	6	5
1446340	1446380	5	18
1446776	1446796	3	9
1447076	1447092	7	5
1447319	1447335	7	5
1447421	1447436	4	6
1447431	1447447	7	5
1447452	1447468	7	5
1447455	1447467	1	6
1447769	1447786	6	6
1447846	1447860	5	5
1448072	1448085	2	6
1448156	1448168	3	5
1448632	1448646	5	5
1448949	1448966	8	5
1449037	1449063	1	13
1450509	1450525	7	5
1451009	1451024	6	5
1451156	1451174	7	6
1451450	1451474	7	9
1451466	1451479	4	5
1451516	1451533	8	5
1451530	1451544	3	6
1451561	1451586	8	9
1451726	1451743	6	6
1451754	1451770	5	6
1451910	1451925	6	5
1452023	1452036	4	5
1452148	1452160	3	5
1452314	1452326	3	5
1452474	1452491	8	5
1452545	1452562	8	5
1452714	1452727	4	5
1452740	1452752	1	6
1453108	1453129	8	7
1453153	1453168	4	6
1453198	1453213	6	5
1453370	1453385	6	5
1453387	1453408	8	7
1453506	1453521	4	6
1453699	1453716	8	5
1453715	1453729	5	5
1453773	1453788	4	6
1453827	1453841	5	5
1453956	1453977	8	7
1454675	1454694	4	8
1454871	1454883	3	5
1454893	1454905	3	5
1454940	1454957	8	5
1455048	1455060	3	5
1455127	1455139	3	5
1455237	1455252	4	6
1455330	1455344	5	5
1455404	1455418	5	5
1455407	1455422	2	7
1455424	1455437	2	6
1456073	1456087	5	5
1456150	1456167	6	6
1456309	1456321	3	5
1456409	1456422	2	6
1456544	1456558	3	6
1456703	1456719	7	5
1456738	1456750	3	5
1456803	1456816	4	5
1456812	1456826	1	7
1456868	1456880	1	6
1456902	1456914	3	5
1457519	1457543	7	9
1457901	1457913	3	5
1457955	1457970	6	5
1458121	1458135	5	5
1458141	1458153	3	5
1458147	1458161	5	5
1458413	1458427	5	5
1458547	1458560	4	5
1458637	1458654	6	6
1458895	1458912	8	5
1459011	1459028	8	5
1459370	1459389	8	6
1459378	1459394	7	5
1459985	1459997	3	5
1460166	1460179	4	5
1460191	1460203	1	6
1460244	1460263	8	6
1460442	1460455	4	5
1460469	1460481	1	6
1460525	1460539	5	5
1460575	1460593	7	6
1460679	1460691	3	5
1460811	1460824	4	5
1460811	1460827	7	5
1460847	1460863	7	5
1461217	1461234	6	6
1461380	1461393	4	5
1461537	1461557	7	7
1461613	1461629	7	5
1461834	1461850	7	5
1461858	1461870	3	5
1461942	1461955	4	5
1461980	1461994	5	5
1461988	1462004	5	6
1461995	1462007	1	6
1462020	1462037	2	8
1462042	1462054	3	5
1462195	1462213	7	6
1462235	1462248	2	6
1462275	1462289	5	5
1462315	1462332	8	5
1462422	1462435	2	6
1462607	1462621	5	5
1462733	1462748	6	5
1462898	1462911	4	5
1462918	1462933	6	5
1462949	1462965	7	5
1463065	1463083	7	6
1463231	1463245	5	5
1463233	1463249	3	7
1463315	1463334	8	6
1463500	1463513	4	5
1464482	1464498	7	5
1464933	1464948	6	5
1464946	1464958	3	5
1464966	1464982	7	5
1465084	1465097	4	5
1465160	1465173	4	5
1465206	1465224	7	6
1465254	1465270	3	7
1465284	1465298	5	5
1465287	1465300	4	5
1465632	1465645	4	5
1465662	1465674	1	6
1465662	1465677	0	8
1465661	1465681	1	10
1465665	1465680	4	6
1465711	1465725	5	5
1465770	1465782	3	5
1465818	1465832	5	5
1465906	1465920	5	5
1465944	1465958	5	5
1466369	1466388	8	6
1466424	1466441	6	6
1466663	1466682	8	6
1466955	1466975	5	8
1466978	1466991	4	5
1467040	1467056	7	5
1467099	1467122	8	8
1467311	1467323	1	6
1467391	1467405	3	6
1467433	1467447	5	5
1467525	1467542	8	5
1467756	1467771	6	5
1468277	1468293	7	5
1468660	1468681	8	7
1468739	1468754	6	5
1468945	1468957	3	5
1469002	1469019	8	5
1469035	1469047	1	6
1469163	1469180	6	6
1469189	1469208	2	9
1469377	1469394	6	6
1469383	1469399	7	5
1469447	1469459	3	5
1469601	1469618	6	6
1469772	1469793	8	7
1469884	1469901	8	5
1469923	1469935	1	6
1470523	1470535	1	6
1470745	1470757	3	5
1471039	1471052	4	5
1471059	1471076	4	7
1471090	1471107	8	5
1471481	1471494	4	5
1471962	1471982	7	7
1472157	1472173	7	5
1472476	1472489	4	5
1472908	1472920	3	5
1473302	1473318	5	6
1473446	1473460	3	6
1473823	1473839	7	5
1474259	1474273	5	5
1474369	1474381	3	5
1474459	1474476	8	5
1474644	1474663	8	6
1475091	1475116	6	10
1475291	1475308	8	5
1475399	1475413	3	6
1475425	1475437	1	6
1475495	1475511	7	5
1475581	1475597	7	5
1475594	1475611	8	5
1475701	1475717	7	5
1475800	1475815	6	5
1475886	1475898	3	5
1476440	1476456	7	5
1476599	1476613	5	5
1476796	1476812	7	5
1476955	1476971	7	5
1477036	1477053	8	5
1477441	1477458	8	5
1477478	1477497	8	6
1477604	1477622	3	8
1478114	1478126	1	6
1478851	1478868	8	5
1478980	1478994	5	5
1479253	1479269	7	5
1479303	1479315	3	5
1479337	1479350	2	6
1479579	1479591	3	5
1479701	1479714	4	5
1479948	1479963	4	6
1479992	1480008	7	5
1480035	1480052	8	5
1480230	1480245	6	5
1480276	1480296	7	7
1481346	1481360	5	5
1481428	1481443	6	5
1481510	1481523	4	5
1481640	1481657	8	5
1481860	1481874	5	5
1482149	1482170	8	7
1482211	1482240	8	11
1482357	1482371	5	5
1482650	1482666	5	6
1482674	1482690	7	5
1482790	1482807	8	5
1482950	1482966	7	5
1483037	1483050	4	5
1483100	1483117	8	5
1483145	1483160	4	6
1483232	1483247	6	5
1483334	1483351	2	8
1483447	1483464	8	5
1483545	1483558	4	5
1483567	1483582	6	5
1483593	1483611	7	6
1483607	1483624	8	5
1483784	1483801	6	6
1484023	1484039	7	5
1484099	1484112	4	5
1484243	1484259	7	5
1484431	1484447	7	5
1484684	1484699	6	5
1484891	1484909	7	6
1484959	1484981	5	9
1485035	1485051	7	5
1485077	1485090	4	5
1485103	1485116	4	5
1485346	1485363	8	5
1485629	1485645	7	5
1485675	1485687	3	5
1485739	1485755	7	5
1485949	1485968	6	7
1486187	1486204	8	5
1486217	1486231	1	7
1486603	1486620	8	5
1486908	1486927	8	6
1487017	1487033	7	5
1487782	1487796	5	5
1488002	1488014	3	5
1488486	1488501	4	6
1488672	1488684	3	5
1488781	1488794	4	5
1489006	1489020	5	5
1489189	1489203	5	5
1489315	1489328	4	5
1489522	1489537	4	6
1489558	1489575	8	5
1489577	1489590	4	5
1489580	1489598	7	6
1489682	1489705	6	9
1489756	1489771	6	5
1489828	1489845	8	5
1489876	1489892	7	5
1490164	1490176	3	5
1490861	1490875	3	6
1490989	1491005	7	5
1491025	1491039	1	7
1491404	1491421	8	5
1491516	1491536	7	7
1491518	1491538	7	7
1491596	1491608	3	5
1491642	1491660	7	6
1491895	1491915	3	9
1492909	1492924	4	6
1493057	1493070	4	5
1493187	1493201	1	7
1493256	1493270	5	5
1493289	1493302	4	5
1493449	1493465	7	5
1493469	1493482	4	5
1493489	1493504	6	5
1493612	1493628	7	5
1493768	1493783	6	5
1493956	1493970	5	5
1494053	1494068	6	5
1494123	1494140	4	7
1494269	1494282	4	5
1494338	1494352	5	5
1494893	1494910	8	5
1495030	1495045	6	5
1495229	1495246	8	5
1495517	1495533	7	5
1495816	1495831	6	5
1496015	1496032	8	5
1496170	1496186	7	5
1496345	1496361	7	5
1496654	1496670	7	5
1496799	1496816	8	5
1496965	1496978	4	5
1496998	1497015	8	5
1497141	1497156	6	5
1497154	1497169	6	5
1497180	1497192	3	5
1497263	1497278	6	5
1497310	1497332	7	8
1497412	1497428	7	5
1497852	1497865	4	5
1497976	1497990	5	5
1498032	1498046	1	7
1498078	1498098	7	7
1498131	1498147	7	5
1498479	1498494	6	5
1498524	1498547	8	8
1498607	1498623	5	6
1498784	1498802	5	7
1498844	1498856	1	6
1498884	1498904	5	8
1499054	1499069	4	6
1499113	1499125	3	5
1499139	1499155	7	5
1499401	1499413	3	5
1499531	1499547	7	5
1499647	1499659	1	6
1499777	1499796	8	6
1500036	1500053	8	5
1500109	1500121	3	5
1500348	1500362	5	5
1500650	1500664	5	5
1500659	1500676	8	5
1500764	1500781	8	5
1500784	1500799	6	5
1500992	1501009	8	5
1501007	1501020	4	5
1501252	1501266	3	6
1501411	1501424	4	5
1501583	1501599	7	5
1501967	1501988	8	7
1502244	1502259	6	5
1502284	1502301	8	5
1502358	1502374	5	6
1502538	1502554	7	5
1502598	1502611	2	6
1502602	1502616	5	5
1502899	1502912	4	5
1503134	1503153	4	8
1503215	1503228	2	6
1503285	1503300	6	5
1503307	1503321	5	5
1503398	1503413	6	5
1503756	1503769	4	5
1503838	1503854	7	5
1503980	1503992	3	5
1504210	1504230	7	7
1504264	1504277	4	5
1504441	1504455	3	6
1504771	1504785	5	5
1504849	1504866	4	7
1505234	1505249	6	5
1505442	1505456	5	5
1505503	1505516	4	5
1505515	1505527	3	5
1505587	1505603	7	5
1505690	1505704	3	6
1505705	1505720	6	5
1505902	1505915	4	5
1506219	1506234	6	5
1506484	1506496	1	6
1506696	1506713	8	5
1506741	1506753	3	5
1506745	1506761	7	5
1506818	1506832	5	5
1507260	1507274	5	5
1507338	1507351	4	5
1507493	1507508	2	7
1507621	1507636	6	5
1507644	1507657	4	5
1507719	1507734	6	5
1508202	1508215	0	7
1508224	1508240	3	7
1508475	1508487	1	6
1508690	1508707	6	6
1508741	1508754	4	5
1508863	1508880	6	6
1509130	1509147	8	5
1509236	1509253	4	7
1509340	1509355	6	5
1509356	1509371	4	6
1509423	1509437	5	5
1509446	1509460	5	5
1509459	1509473	5	5
1509469	1509483	5	5
1509664	1509678	5	5
1509940	1509959	8	6
1510052	1510069	8	5
1510442	1510455	2	6
1510475	1510490	6	5
1510495	1510511	7	5
1510753	1510766	4	5
1510892	1510906	5	5
1510900	1510912	3	5
1510998	1511014	7	5
1511056	1511072	7	5
1511082	1511099	8	5
1511132	1511146	1	7
1511292	1511310	7	6
1511306	1511322	7	5
1511889	1511906	6	6
1511929	1511944	4	6
1512151	1512165	5	5
1512419	1512435	7	5
1512422	1512437	6	5
1512430	1512446	7	5
1512675	1512687	3	5
1512839	1512856	8	5
1513736	1513753	8	5
1514128	1514144	7	5
1514158	1514179	8	7
1514538	1514556	7	6
1514628	1514645	8	5
1514677	1514695	7	6
1514954	1514966	1	6
1515044	1515057	4	5
1515310	1515327	6	6
1515367	1515380	2	6
1515385	1515401	7	5
1515693	1515709	7	5
1515731	1515749	7	6
1515751	1515767	7	5
1516217	1516234	8	5
1516254	1516266	3	5
1516501	1516516	4	6
1516529	1516548	8	6
1516641	1516654	4	5
1516689	1516701	1	6
1516741	1516754	4	5
1516868	1516881	4	5
1516916	1516928	1	6
1517116	1517128	3	5
1517332	1517346	5	5
1517462	1517478	7	5
1517472	1517493	4	9
1517729	1517743	5	5
1518014	1518026	3	5
1518119	1518132	2	6
1518250	1518264	5	5
1518271	1518284	4	5
1518769	1518787	7	6
1519282	1519294	3	5
1519297	1519310	4	5
1520074	1520089	4	6
1520106	1520124	7	6
1520216	1520230	5	5
1520304	1520321	8	5
1520577	1520592	2	7
1520681	1520697	5	6
1520890	1520905	4	6
1520933	1520954	6	8
1521042	1521054	1	6
1521066	1521081	6	5
1521071	1521083	3	5
1521106	1521122	7	5
1521166	1521181	6	5
1521337	1521350	4	5
1521760	1521776	5	6
1521828	1521844	7	5
1521875	1521887	3	5
1521891	1521910	8	6
1522710	1522722	1	6
1523110	1523122	3	5
1523184	1523198	5	5
1523235	1523254	6	7
1523396	1523413	8	5
1523421	1523438	8	5
1523443	1523455	3	5
1523535	1523551	5	6
1523705	1523723	7	6
1523853	1523873	7	7
1523991	1524005	5	5
1524005	1524024	8	6
1524256	1524270	5	5
1524450	1524472	5	9
1524502	1524519	8	5
1524549	1524565	7	5
1524570	1524586	7	5
1524642	1524659	6	6
1524724	1524736	1	6
1525620	1525637	8	5
1525811	1525828	8	5
1525882	1525896	5	5
1526039	1526053	5	5
1526072	1526085	4	5
1526142	1526157	6	5
1526203	1526218	6	5
1526221	1526235	1	7
1526286	1526299	4	5
1526311	1526327	5	6
1526341	1526354	4	5
1526396	1526412	7	5
1526490	1526507	8	5
1526553	1526569	7	5
1526790	1526807	8	5
1526990	1527006	7	5
1527022	1527036	5	5
1527245	1527264	8	6
1527269	1527284	6	5
1527308	1527321	4	5
1527417	1527433	5	6
1527450	1527462	3	5
1527497	1527511	5	5
1527508	1527522	1	7
1527517	1527529	3	5
1527538	1527553	6	5
1527555	1527567	1	6
1527610	1527624	5	5
1527630	1527647	6	6
1527639	1527657	7	6
1527661	1527678	6	6
1527723	1527737	5	5
1528186	1528202	3	7
1528357	1528373	5	6
1528409	1528424	6	5
1528505	1528517	3	5
1528529	1528546	6	6
1529089	1529104	6	5
1529149	1529166	8	5
1529208	1529225	8	5
1529554	1529567	4	5
1529643	1529655	3	5
1529994	1530010	7	5
1530024	1530039	2	7
1530078	1530094	3	7
1530281	1530294	4	5
1530366	1530380	5	5
1530491	1530504	4	5
1531031	1531043	3	5
1531205	1531218	2	6
1531718	1531734	7	5
1531719	1531732	4	5
1531790	1531809	6	7
1531929	1531941	3	5
1532161	1532173	1	6
1532258	1532271	4	5
1532319	1532332	4	5
1532512	1532527	6	5
1532668	1532682	5	5
1533000	1533012	3	5
1533106	1533119	2	6
1533188	1533204	5	6
1533440	1533454	5	5
1533701	1533719	7	6
1534139	1534154	6	5
1534624	1534638	5	5
1534648	1534664	5	6
1534691	1534707	5	6
1535119	1535135	7	5
1535295	1535310	6	5
1535387	1535405	7	6
1535514	1535527	4	5
1535607	1535623	7	5
1535795	1535808	4	5
1535863	1535883	7	7
1535969	1535981	3	5
1536266	1536279	4	5
1536601	1536613	3	5
1536807	1536819	1	6
1536945	1536959	3	6
1536996	1537010	5	5
1537457	1537472	6	5
1537463	1537481	7	6
1537513	1537530	8	5
1537613	1537625	3	5
1537648	1537660	1	6
1537876	1537889	2	6
1537929	1537945	7	5
1538085	1538098	4	5
1538700	1538719	8	6
1539282	1539301	8	6
1539410	1539423	4	5
1539420	1539434	5	5
1539723	1539736	4	5
1539997	1540010	4	5
1540131	1540145	5	5
1540179	1540192	4	5
1540397	1540410	4	5
1540516	1540529	2	6
1540638	1540654	3	7
1540905	1540920	6	5
1540987	1541007	7	7
1541069	1541085	1	8
1541264	1541279	4	6
1541312	1541327	6	5
1541370	1541389	8	6
1541655	1541669	5	5
1541779	1541794	6	5
1542008	1542023	4	6
1542307	1542320	4	5
1542416	1542429	2	6
1542537	1542552	6	5
1542599	1542611	3	5
1542633	1542646	4	5
1542762	1542777	4	6
1542859	1542875	7	5
1542882	1542895	2	6
1542920	1542933	4	5
1542941	1542958	6	6
1543221	1543239	3	8
1543380	1543398	7	6
1543530	1543543	4	5
1543630	1543643	2	6
1543859	1543878	8	6
1543865	1543878	4	5
1544229	1544243	5	5
1544366	1544387	8	7
1544455	1544473	3	8
1544749	1544761	3	5
1544774	1544791	6	6
1544924	1544937	4	5
1544962	1544979	8	5
1545025	1545040	4	6
1545250	1545262	3	5
1545319	1545333	5	5
1545366	1545379	2	6
1545472	1545486	5	5
1545475	1545491	5	6
1545675	1545688	2	6
1545916	1545931	6	5
1545924	1545940	7	5
1546042	1546057	6	5
1546086	1546101	0	8
1546153	1546166	0	7
1546168	1546182	5	5
1546263	1546279	7	5
1546366	1546378	3	5
1546380	1546392	3	5
1546447	1546459	3	5
1546722	1546735	2	6
1546724	1546736	3	5
1546826	1546841	6	5
1546985	1547000	6	5
1547198	1547215	6	6
1547259	1547276	8	5
1547267	1547282	6	5
1547318	1547341	8	8
1547573	1547590	6	6
1547598	1547614	7	5
1547644	1547656	1	6
1547859	1547872	2	6
1548003	1548015	1	6
1548165	1548178	4	5
1548367	1548387	7	7
1548579	1548594	6	5
1548801	1548818	4	7
1549322	1549341	8	6
1549775	1549787	3	5
1549909	1549925	7	5
1550012	1550031	8	6
1550124	1550138	5	5
1550166	1550178	3	5
