"TF-Condition-#","Start Position","End Position","MACE S/N","Closest gene","Operon"
"H-NS-expo-151","735768","735802","1.14","ybfC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026735&organism=ECK12&type=All#OPERON"" target=""_blank"">ybfC</a>"
"H-NS-expo-152","735982","735993","1.83","ybfC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026736&organism=ECK12&type=All#OPERON"" target=""_blank"">ybfC,ybfQ</a>"
"H-NS-expo-153","736107","736140","1.54","ybfC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026736&organism=ECK12&type=All#OPERON"" target=""_blank"">ybfC,ybfQ</a>"
"H-NS-expo-154","736227","736238","1.57","ybfQ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026736&organism=ECK12&type=All#OPERON"" target=""_blank"">ybfQ</a>"
"H-NS-expo-155","736317","736349","1.91","ybfQ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026736&organism=ECK12&type=All#OPERON"" target=""_blank"">ybfQ</a>"
"H-NS-expo-156","736377","736403","1.71","ybfQ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026736&organism=ECK12&type=All#OPERON"" target=""_blank"">ybfL,ybfQ</a>"
"H-NS-expo-157","736544","736576","1.72","ybfQ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026736&organism=ECK12&type=All#OPERON"" target=""_blank"">ybfL,ybfQ</a>"
"H-NS-expo-158","736646","736685","1.9","ybfQ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026736&organism=ECK12&type=All#OPERON"" target=""_blank"">ybfL,ybfQ</a>"
"H-NS-expo-159","736861","736869","1.84","ybfL","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026737&organism=ECK12&type=All#OPERON"" target=""_blank"">ybfL</a>"
"H-NS-expo-160","737026","737034","1.05","ybfL","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026737&organism=ECK12&type=All#OPERON"" target=""_blank"">ybfL</a>"
"H-NS-expo-161","737603","737639","1.21","ybfL","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026738&organism=ECK12&type=All#OPERON"" target=""_blank"">ybfD</a>"
"H-NS-expo-162","737786","737828","2.11","ybfL","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026738&organism=ECK12&type=All#OPERON"" target=""_blank"">ybfD</a>"
"H-NS-expo-163","737971","737996","2.11","ybfD","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026738&organism=ECK12&type=All#OPERON"" target=""_blank"">ybfD</a>"
"H-NS-expo-164","738142","738175","1.9","ybfD","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026738&organism=ECK12&type=All#OPERON"" target=""_blank"">ybfD</a>"
"H-NS-expo-165","738293","738301","1.4","ybfD","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026738&organism=ECK12&type=All#OPERON"" target=""_blank"">ybfD</a>"
"H-NS-expo-166","752104","752131","1.16","ybgQ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026740&organism=ECK12&type=All#OPERON"" target=""_blank"">ybgQ,ybgO,ybgP</a>"
"H-NS-expo-167","752923","752962","1.11","ybgD","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026741&organism=ECK12&type=All#OPERON"" target=""_blank"">ybgD</a>"
"H-NS-expo-168","771051","771060","1.4","cydA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009293&organism=ECK12&type=All#OPERON"" target=""_blank"">cydB,cydA</a>"
"H-NS-expo-169","800385","800418","1.03","ybhD","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026750&organism=ECK12&type=All#OPERON"" target=""_blank"">ybhH</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120020509&organism=ECK12&type=All#OPERON"" target=""_blank"">ybhD</a>"
"H-NS-expo-170","873088","873120","1.02","yliE","yliF,yliE"
"H-NS-expo-171","873231","873259","1.18","yliE","yliF,yliE"
"H-NS-expo-172","873778","873809","1.84","yliE",""
"H-NS-expo-173","873842","873877","1.26","yliE",""
"H-NS-expo-174","997547","997577","1.58","ssuE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026800&organism=ECK12&type=All#OPERON"" target=""_blank"">elfA</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009145&organism=ECK12&type=All#OPERON"" target=""_blank"">ssuD,ssuA,ssuE,ssuC,ssuB</a>"
"H-NS-expo-175","997653","997660","1.38","ssuE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026800&organism=ECK12&type=All#OPERON"" target=""_blank"">elfA</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009145&organism=ECK12&type=All#OPERON"" target=""_blank"">ssuD,ssuA,ssuE,ssuC,ssuB</a>"
"H-NS-expo-176","997826","997850","1.22","elfA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026800&organism=ECK12&type=All#OPERON"" target=""_blank"">elfA</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009145&organism=ECK12&type=All#OPERON"" target=""_blank"">ssuD,ssuA,ssuE,ssuC,ssuB</a>"
"H-NS-expo-177","998530","998573","0.99","elfD","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026801&organism=ECK12&type=All#OPERON"" target=""_blank"">elfC,elfD,ycbF,elfG,ycbU,ycbV</a>"
"H-NS-expo-178","1063978","1064006","0.95","yccE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026818&organism=ECK12&type=All#OPERON"" target=""_blank"">yccE</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK125300400&organism=ECK12&type=All#OPERON"" target=""_blank"">cbpA,cbpM</a>"
"H-NS-expo-179","1064169","1064201","2.19","yccE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026818&organism=ECK12&type=All#OPERON"" target=""_blank"">yccE</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK125300400&organism=ECK12&type=All#OPERON"" target=""_blank"">cbpA,cbpM</a>"
"H-NS-expo-180","1064243","1064267","3.48","yccE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026818&organism=ECK12&type=All#OPERON"" target=""_blank"">yccE</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK125300400&organism=ECK12&type=All#OPERON"" target=""_blank"">cbpA,cbpM</a>"
"H-NS-expo-181","1064359","1064380","1.77","yccE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026818&organism=ECK12&type=All#OPERON"" target=""_blank"">yccE</a>"
"H-NS-expo-182","1064472","1064481","2.16","yccE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026818&organism=ECK12&type=All#OPERON"" target=""_blank"">yccE</a>"
"H-NS-expo-183","1064605","1064637","2.52","yccE",""
"H-NS-expo-184","1064613","1064629","2.44","yccE",""
"H-NS-expo-185","1064779","1064815","1.37","yccE",""
"H-NS-expo-186","1064823","1064850","1.78","yccE",""
"H-NS-expo-187","1064872","1064906","1.5","yccE",""
"H-NS-expo-188","1065084","1065133","1.27","yccE",""
"H-NS-expo-189","1065204","1065227","1.23","yccE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120015319&organism=ECK12&type=All#OPERON"" target=""_blank"">agp</a>"
"H-NS-expo-190","1065290","1065312","1.42","yccE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120015319&organism=ECK12&type=All#OPERON"" target=""_blank"">agp</a>"
"H-NS-expo-191","1092879","1092905","1.4","ycdT","ycdT"
"H-NS-expo-192","1093015","1093049","1.17","ycdT","ycdT"
"H-NS-expo-193","1093160","1093194","1.78","ycdT","ycdT"
"H-NS-expo-194","1093260","1093289","1.74","ycdT","ycdT"
"H-NS-expo-195","1103659","1103682","1.35","csgB","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009577&organism=ECK12&type=All#OPERON"" target=""_blank"">csgC,csgA,csgB</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK125300336&organism=ECK12&type=All#OPERON"" target=""_blank"">csgD,csgF,csgG,csgE</a>"
"H-NS-expo-196","1103775","1103796","1.13","csgB","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009577&organism=ECK12&type=All#OPERON"" target=""_blank"">csgA,csgC,csgB</a>"
"H-NS-expo-197","1104033","1104040","1.35","csgB","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009577&organism=ECK12&type=All#OPERON"" target=""_blank"">csgA,csgC,csgB</a>"
"H-NS-expo-198","1196954","1196983","1.19","ymfD",""
"H-NS-expo-199","1197080","1197101","1.22","ymfD","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026852&organism=ECK12&type=All#OPERON"" target=""_blank"">ymfD</a>"
"H-NS-expo-200","1197367","1197399","2.47","ymfD","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026852&organism=ECK12&type=All#OPERON"" target=""_blank"">ymfD</a>"
"H-NS-expo-201","1197509","1197518","2.59","ymfD","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026852&organism=ECK12&type=All#OPERON"" target=""_blank"">ymfD</a>"
"H-NS-expo-202","1197605","1197610","3.46","ymfE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026852&organism=ECK12&type=All#OPERON"" target=""_blank"">ymfE,ymfD</a>"
"H-NS-expo-203","1197728","1197738","5.13","ymfE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026852&organism=ECK12&type=All#OPERON"" target=""_blank"">ymfE,ymfD</a>"
"H-NS-expo-204","1197851","1197878","3.85","ymfE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026852&organism=ECK12&type=All#OPERON"" target=""_blank"">ymfE,ymfD</a>"
"H-NS-expo-205","1198084","1198115","2.72","ymfE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026852&organism=ECK12&type=All#OPERON"" target=""_blank"">ymfE,ymfD</a>"
"H-NS-expo-206","1198241","1198267","1.9","ymfE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021262&organism=ECK12&type=All#OPERON"" target=""_blank"">lit</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026852&organism=ECK12&type=All#OPERON"" target=""_blank"">ymfE,ymfD</a>"
"H-NS-expo-207","1198392","1198427","1.98","ymfE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021262&organism=ECK12&type=All#OPERON"" target=""_blank"">lit</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026852&organism=ECK12&type=All#OPERON"" target=""_blank"">ymfE,ymfD</a>"
"H-NS-expo-208","1198475","1198571","1.6","lit","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021262&organism=ECK12&type=All#OPERON"" target=""_blank"">lit</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026852&organism=ECK12&type=All#OPERON"" target=""_blank"">ymfE,ymfD</a>"
"H-NS-expo-209","1198491","1198531","1.69","lit","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021262&organism=ECK12&type=All#OPERON"" target=""_blank"">lit</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026852&organism=ECK12&type=All#OPERON"" target=""_blank"">ymfE,ymfD</a>"
"H-NS-expo-210","1198602","1198611","1.67","lit","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021262&organism=ECK12&type=All#OPERON"" target=""_blank"">lit</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026852&organism=ECK12&type=All#OPERON"" target=""_blank"">ymfE,ymfD</a>"
"H-NS-expo-211","1198736","1198743","1.81","lit","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021262&organism=ECK12&type=All#OPERON"" target=""_blank"">lit</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026852&organism=ECK12&type=All#OPERON"" target=""_blank"">ymfE,ymfD</a>"
"H-NS-expo-212","1198835","1198875","1.28","lit","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021262&organism=ECK12&type=All#OPERON"" target=""_blank"">lit</a>"
"H-NS-expo-213","1198904","1198936","2.19","lit","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021262&organism=ECK12&type=All#OPERON"" target=""_blank"">lit</a>"
"H-NS-expo-214","1199067","1199102","1.27","lit","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021262&organism=ECK12&type=All#OPERON"" target=""_blank"">lit</a>"
"H-NS-expo-215","1199214","1199241","1.07","lit",""
"H-NS-expo-216","1199294","1199335","1.13","lit",""
"H-NS-expo-217","1210621","1210660","1.81","mcrA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026859&organism=ECK12&type=All#OPERON"" target=""_blank"">mcrA</a>"
"H-NS-expo-218","1210690","1210722","1.39","mcrA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026859&organism=ECK12&type=All#OPERON"" target=""_blank"">mcrA</a>"
"H-NS-expo-219","1210785","1210821","1.74","mcrA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026859&organism=ECK12&type=All#OPERON"" target=""_blank"">mcrA</a>"
"H-NS-expo-220","1210862","1210902","1.68","mcrA",""
"H-NS-expo-221","1210964","1210994","1.85","mcrA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026860&organism=ECK12&type=All#OPERON"" target=""_blank"">icdC</a>"
"H-NS-expo-222","1211000","1211024","2.15","mcrA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026860&organism=ECK12&type=All#OPERON"" target=""_blank"">icdC</a>"
"H-NS-expo-223","1211300","1211311","1.29","icdC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026860&organism=ECK12&type=All#OPERON"" target=""_blank"">icdC</a>"
"H-NS-expo-224","1211528","1211552","1.2","icdC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026860&organism=ECK12&type=All#OPERON"" target=""_blank"">icdC</a>"
"H-NS-expo-225","1211632","1211640","1.91","stfE",""
"H-NS-expo-226","1211753","1211781","3.73","iraM","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026861&organism=ECK12&type=All#OPERON"" target=""_blank"">iraM</a>"
"H-NS-expo-227","1211834","1211853","3.96","iraM","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026861&organism=ECK12&type=All#OPERON"" target=""_blank"">iraM</a>"
"H-NS-expo-228","1211925","1211965","4.13","iraM","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026861&organism=ECK12&type=All#OPERON"" target=""_blank"">iraM</a>"
"H-NS-expo-229","1211992","1212024","3.9","iraM","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026861&organism=ECK12&type=All#OPERON"" target=""_blank"">iraM</a>"
"H-NS-expo-230","1212112","1212145","2.83","iraM","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026861&organism=ECK12&type=All#OPERON"" target=""_blank"">iraM</a>"
"H-NS-expo-231","1212215","1212256","3.51","iraM","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026861&organism=ECK12&type=All#OPERON"" target=""_blank"">iraM</a>"
"H-NS-expo-232","1212292","1212319","4.94","iraM","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026861&organism=ECK12&type=All#OPERON"" target=""_blank"">iraM</a>"
"H-NS-expo-233","1212383","1212411","4.43","iraM","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026861&organism=ECK12&type=All#OPERON"" target=""_blank"">iraM</a>"
"H-NS-expo-234","1212502","1212527","2.55","iraM","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026861&organism=ECK12&type=All#OPERON"" target=""_blank"">iraM</a>"
"H-NS-expo-235","1212605","1212639","2.68","iraM",""
"H-NS-expo-236","1212717","1212754","1.84","ycgX","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026862&organism=ECK12&type=All#OPERON"" target=""_blank"">ycgX</a>"
"H-NS-expo-237","1212799","1212827","1.96","ycgX","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026862&organism=ECK12&type=All#OPERON"" target=""_blank"">ycgX</a>"
"H-NS-expo-238","1216244","1216281","1.21","ymgA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120051389&organism=ECK12&type=All#OPERON"" target=""_blank"">ymgA,ariR,ymgC</a>"
"H-NS-expo-239","1216392","1216415","1.49","ariR","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120051389&organism=ECK12&type=All#OPERON"" target=""_blank"">ariR,ymgC</a>"
"H-NS-expo-240","1216498","1216541","0.85","ariR","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120051389&organism=ECK12&type=All#OPERON"" target=""_blank"">ariR,ymgC</a>"
"H-NS-expo-241","1216707","1216728","1.48","ymgC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026867&organism=ECK12&type=All#OPERON"" target=""_blank"">ymgC</a>"
"H-NS-expo-242","1216776","1216792","1.14","ymgC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026867&organism=ECK12&type=All#OPERON"" target=""_blank"">ymgC</a>"
"H-NS-expo-243","1219512","1219545","1.77","ycgH_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026870&organism=ECK12&type=All#OPERON"" target=""_blank"">ycgH_1,ycgH</a>"
"H-NS-expo-244","1219559","1219584","1.53","ycgH_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026870&organism=ECK12&type=All#OPERON"" target=""_blank"">ycgH_1,ycgH</a>"
"H-NS-expo-245","1219806","1219817","1.17","ycgH_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026870&organism=ECK12&type=All#OPERON"" target=""_blank"">ycgH_1,ycgH</a>"
"H-NS-expo-246","1220412","1220530","1.1","ycgH_1",""
"H-NS-expo-247","1220576","1220602","1.03","ycgH_1",""
"H-NS-expo-248","1220733","1220764","1.4","ycgH_1",""
"H-NS-expo-249","1223074","1223081","1.3","ymgI","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026873&organism=ECK12&type=All#OPERON"" target=""_blank"">ymgJ,ycgI</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026872&organism=ECK12&type=All#OPERON"" target=""_blank"">ymgD,ymgG,ymgI</a>"
"H-NS-expo-250","1223106","1223139","1.16","ymgI","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026873&organism=ECK12&type=All#OPERON"" target=""_blank"">ymgJ,ycgI</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026872&organism=ECK12&type=All#OPERON"" target=""_blank"">ymgD,ymgG,ymgI</a>"
"H-NS-expo-251","1230370","1230382","1.27","hlyE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009371&organism=ECK12&type=All#OPERON"" target=""_blank"">umuD,umuC</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009794&organism=ECK12&type=All#OPERON"" target=""_blank"">hlyE</a>"
"H-NS-expo-252","1256031","1256057","1.21","ycgV","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026883&organism=ECK12&type=All#OPERON"" target=""_blank"">ycgV</a>"
"H-NS-expo-253","1256155","1256197","1.85","ycgV","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026883&organism=ECK12&type=All#OPERON"" target=""_blank"">ycgV</a>"
"H-NS-expo-254","1256251","1256268","1.68","ycgV","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026883&organism=ECK12&type=All#OPERON"" target=""_blank"">ycgV</a>"
"H-NS-expo-255","1316007","1316036","1.09","yciG","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026897&organism=ECK12&type=All#OPERON"" target=""_blank"">yciE,yciF,yciG</a>"
"H-NS-expo-256","1316127","1316155","1.16","yciG","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026897&organism=ECK12&type=All#OPERON"" target=""_blank"">yciE,yciF,yciG</a>"
"H-NS-expo-257","1371673","1371726","0.82","ycjM","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026915&organism=ECK12&type=All#OPERON"" target=""_blank"">ycjP,ycjU,ycjQ,ycjS,ycjM,ycjT,ycjN,ycjO,ycjR</a>"
"H-NS-expo-258","1371718","1371748","1.21","ycjM","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026915&organism=ECK12&type=All#OPERON"" target=""_blank"">ycjP,ycjU,ycjQ,ycjS,ycjM,ycjT,ycjN,ycjO,ycjR</a>"
"H-NS-expo-259","1423897","1423902","1.22","trkG","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026936&organism=ECK12&type=All#OPERON"" target=""_blank"">trkG</a>"
"H-NS-expo-260","1425131","1425159","1.14","trkG","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026937&organism=ECK12&type=All#OPERON"" target=""_blank"">ynaK,ydaY</a>"
"H-NS-expo-261","1433830","1433854","1.44","pinR","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026940&organism=ECK12&type=All#OPERON"" target=""_blank"">pinR</a>"
"H-NS-expo-262","1433908","1433933","1.06","pinR","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026940&organism=ECK12&type=All#OPERON"" target=""_blank"">pinR</a>"
"H-NS-expo-263","1434039","1434072","1.16","ynaE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026941&organism=ECK12&type=All#OPERON"" target=""_blank"">ynaE,pinR</a>"
"H-NS-expo-264","1434129","1434170","0.88","ynaE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026941&organism=ECK12&type=All#OPERON"" target=""_blank"">ynaE,pinR</a>"
"H-NS-expo-265","1434330","1434365","1","ynaE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026941&organism=ECK12&type=All#OPERON"" target=""_blank"">ynaE</a>"
"H-NS-expo-266","1436924","1436951","1.58","ompN","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120029311&organism=ECK12&type=All#OPERON"" target=""_blank"">ompN</a>"
"H-NS-expo-267","1437005","1437031","1.28","ompN","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120029311&organism=ECK12&type=All#OPERON"" target=""_blank"">ompN</a>"
"H-NS-expo-268","1437135","1437166","1.37","ompN","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120029311&organism=ECK12&type=All#OPERON"" target=""_blank"">ompN</a>"
"H-NS-expo-269","1465154","1465189","1.22","ynbG","ydbA_1"
"H-NS-expo-270","1465246","1465276","1.65","ynbG","ydbA_1,ynbG"
"H-NS-expo-271","1465360","1465399","1.14","ydbA_1","ydbA_1,ynbG"
"H-NS-expo-272","1526907","1526928","1.8","yncH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026974&organism=ECK12&type=All#OPERON"" target=""_blank"">yncH</a>"
"H-NS-expo-273","1527159","1527209","3.71","rhsE",""
"H-NS-expo-274","1527427","1527442","1.98","rhsE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026975&organism=ECK12&type=All#OPERON"" target=""_blank"">rhsE,ydcD</a>"
"H-NS-expo-275","1527526","1527535","1.78","rhsE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026975&organism=ECK12&type=All#OPERON"" target=""_blank"">rhsE,ydcD</a>"
"H-NS-expo-276","1527679","1527701","1.49","rhsE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026975&organism=ECK12&type=All#OPERON"" target=""_blank"">rhsE,ydcD</a>"
"H-NS-expo-277","1529889","1529913","1.88","rhsE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026975&organism=ECK12&type=All#OPERON"" target=""_blank"">rhsE,ydcD</a>"
"H-NS-expo-278","1530035","1530069","2.58","ydcD","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026975&organism=ECK12&type=All#OPERON"" target=""_blank"">ydcD</a>"
"H-NS-expo-279","1530203","1530293","3.58","ydcD","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026976&organism=ECK12&type=All#OPERON"" target=""_blank"">yncI_1,yncI,ydcD</a>"
"H-NS-expo-280","1530239","1530254","4.27","ydcD","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026976&organism=ECK12&type=All#OPERON"" target=""_blank"">yncI_1,yncI,ydcD</a>"
"H-NS-expo-281","1530477","1530514","2.26","yncI_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026976&organism=ECK12&type=All#OPERON"" target=""_blank"">yncI_1,yncI</a>"
"H-NS-expo-282","1530571","1530586","1.84","yncI_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026976&organism=ECK12&type=All#OPERON"" target=""_blank"">yncI_1,yncI</a>"
"H-NS-expo-283","1531545","1531589","1.7","yncI_2","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026978&organism=ECK12&type=All#OPERON"" target=""_blank"">ydcC,yncI</a>"
"H-NS-expo-284","1531658","1531676","2.28","ydcC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026978&organism=ECK12&type=All#OPERON"" target=""_blank"">ydcC</a>"
"H-NS-expo-285","1531848","1531885","1.75","ydcC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026978&organism=ECK12&type=All#OPERON"" target=""_blank"">ydcC</a>"
"H-NS-expo-286","1531996","1532025","1.16","ydcC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026978&organism=ECK12&type=All#OPERON"" target=""_blank"">ydcC</a>"
"H-NS-expo-287","1532742","1532784","1.01","ydcC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026979&organism=ECK12&type=All#OPERON"" target=""_blank"">pptA</a>"
"H-NS-expo-288","1544451","1544469","2.02","yddK_2","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120010910&organism=ECK12&type=All#OPERON"" target=""_blank"">yddK,narU</a>"
"H-NS-expo-289","1544608","1544648","3.71","yddK_2","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026982&organism=ECK12&type=All#OPERON"" target=""_blank"">yddK</a>"
"H-NS-expo-290","1544638","1544666","4.47","yddK_2","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026982&organism=ECK12&type=All#OPERON"" target=""_blank"">yddK</a>"
"H-NS-expo-291","1544779","1544785","4.84","yddK_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026982&organism=ECK12&type=All#OPERON"" target=""_blank"">yddK</a>"
"H-NS-expo-292","1544838","1544871","2.22","yddK_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026982&organism=ECK12&type=All#OPERON"" target=""_blank"">yddK</a>"
"H-NS-expo-293","1545040","1545070","2.14","yddK_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026982&organism=ECK12&type=All#OPERON"" target=""_blank"">yddK</a>"
"H-NS-expo-294","1545078","1545106","2.14","yddK_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026982&organism=ECK12&type=All#OPERON"" target=""_blank"">yddK</a>"
"H-NS-expo-295","1545210","1545217","2.08","yddK_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026982&organism=ECK12&type=All#OPERON"" target=""_blank"">yddK</a>"
"H-NS-expo-296","1545304","1545331","1.88","yddK_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026982&organism=ECK12&type=All#OPERON"" target=""_blank"">yddK</a>"
"H-NS-expo-297","1545422","1545440","2.03","yddK_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026982&organism=ECK12&type=All#OPERON"" target=""_blank"">yddK</a>"
"H-NS-expo-298","1545432","1545433","1.97","yddK_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026982&organism=ECK12&type=All#OPERON"" target=""_blank"">yddK</a>"
