"TF-Condition-#","Start Position","End Position","MACE S/N","Closest gene","Operon"
"HupA-expo-170","3726143","3726171","1.15","wecH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021021&organism=ECK12&type=All#OPERON"" target=""_blank"">wecH</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027658&organism=ECK12&type=All#OPERON"" target=""_blank"">ysaB</a>"
"HupA-expo-171","3728784","3728819","1.25","xylB",""
"HupA-expo-172","3742609","3742620","2.07","yiaJ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009799&organism=ECK12&type=All#OPERON"" target=""_blank"">sgbU,lyxK,yiaN,yiaO,yiaM,yiaL,yiaK,sgbE,sgbH</a>,yiaJ"
"HupA-expo-173","3748542","3748572","1.33","lyxK","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009799&organism=ECK12&type=All#OPERON"" target=""_blank"">sgbU,lyxK,sgbE,sgbH</a>"
"HupA-expo-174","3763514","3763546","1.15","rhsA",""
"HupA-expo-175","3769403","3769440","1.18","yibV_1","yibV"
"HupA-expo-176","3769451","3769473","1.3","yibV_1","yibU,yibV"
"HupA-expo-177","3774271","3774300","1.1","mtlD","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009384&organism=ECK12&type=All#OPERON"" target=""_blank"">mtlD,mtlR</a>"
"HupA-expo-178","3789702","3789721","1.72","waaH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027676&organism=ECK12&type=All#OPERON"" target=""_blank"">waaH</a>"
"HupA-expo-179","3789741","3789773","1.65","waaH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027676&organism=ECK12&type=All#OPERON"" target=""_blank"">waaH</a>"
"HupA-expo-180","3797409","3797440","1","waaL","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009015&organism=ECK12&type=All#OPERON"" target=""_blank"">waaL</a>"
"HupA-expo-181","3843636","3843659","1.13","adeQ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021188&organism=ECK12&type=All#OPERON"" target=""_blank"">adeD</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027689&organism=ECK12&type=All#OPERON"" target=""_blank"">adeQ</a>"
"HupA-expo-182","3875434","3875464","1.84","yidX","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021031&organism=ECK12&type=All#OPERON"" target=""_blank"">yidX</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027694&organism=ECK12&type=All#OPERON"" target=""_blank"">dgoD,dgoT,dgoK,dgoA,dgoR</a>"
"HupA-expo-183","3891511","3891535","4.01","mdtL","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027698&organism=ECK12&type=All#OPERON"" target=""_blank"">mdtL</a>"
"HupA-expo-184","3906164","3906197","1.27","bglG","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009051&organism=ECK12&type=All#OPERON"" target=""_blank"">bglF,bglG,bglB</a>"
"HupA-expo-185","3950197","3950204","1.44","ilvL","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009787&organism=ECK12&type=All#OPERON"" target=""_blank"">ilvG_1,ilvX,ilvA,ilvM,ilvG_2,ilvE,ilvD,ilvL</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021033&organism=ECK12&type=All#OPERON"" target=""_blank"">yifB</a>"
"HupA-expo-186","3986211","3986230","1.05","aslA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021192&organism=ECK12&type=All#OPERON"" target=""_blank"">aslA</a>"
"HupA-expo-187","4002720","4002757","1.08","yigF","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027719&organism=ECK12&type=All#OPERON"" target=""_blank"">yigF</a>"
"HupA-expo-188","4002887","4002919","1.52","yigG","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027719&organism=ECK12&type=All#OPERON"" target=""_blank"">yigF,yigG</a>"
"HupA-expo-189","4002978","4003001","1.48","yigG","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027719&organism=ECK12&type=All#OPERON"" target=""_blank"">yigF,yigG</a>"
"HupA-expo-190","4038712","4038751","1.71","yihD",""
"HupA-expo-191","4055494","4055516","1.18","glnL","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009221&organism=ECK12&type=All#OPERON"" target=""_blank"">glnL,glnG</a>"
"HupA-expo-192","4066340","4066369","1.2","yihP",""
"HupA-expo-193","4066623","4066651","1.23","yihP",""
"HupA-expo-194","4078996","4079017","1.33","yiiE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027746&organism=ECK12&type=All#OPERON"" target=""_blank"">yiiE</a>"
"HupA-expo-195","4080055","4080063","1.35","fdhD",""
"HupA-expo-196","4179715","4179741","0.98","rplJ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009523&organism=ECK12&type=All#OPERON"" target=""_blank"">rplL,rpoB,rplJ,rpoC</a>"
"HupA-expo-197","4180123","4180153","1.25","rplJ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009523&organism=ECK12&type=All#OPERON"" target=""_blank"">rplL,rpoB,rplJ,rpoC</a>"
"HupA-expo-198","4180151","4180177","1.19","rplJ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009523&organism=ECK12&type=All#OPERON"" target=""_blank"">rplL,rpoB,rplJ,rpoC</a>"
"HupA-expo-199","4186935","4186964","1.24","rpoC",""
"HupA-expo-200","4221559","4221570","1.21","arpA",""
"HupA-expo-201","4221834","4221863","1.14","arpA",""
"HupA-expo-202","4237189","4237214","1.12","yjbG","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027785&organism=ECK12&type=All#OPERON"" target=""_blank"">yjbG,yjbH</a>"
"HupA-expo-203","4242060","4242080","1.51","xylE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027786&organism=ECK12&type=All#OPERON"" target=""_blank"">xylE</a>"
"HupA-expo-204","4251342","4251367","1.33","yjbI_3","yjbI_3"
"HupA-expo-205","4305553","4305580","1.24","yjcS",""
"HupA-expo-206","4305589","4305616","1.19","yjcS",""
"HupA-expo-207","4311385","4311416","0.96","alsB","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120033596&organism=ECK12&type=All#OPERON"" target=""_blank"">alsB,alsA,alsE,alsC</a>"
"HupA-expo-208","4327244","4327259","1.56","crfC","crfC,yjcZ"
"HupA-expo-209","4330408","4330432","1.2","proP","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009346&organism=ECK12&type=All#OPERON"" target=""_blank"">proP</a>"
"HupA-expo-210","4337643","4337654","3.24","adiY","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120011167&organism=ECK12&type=All#OPERON"" target=""_blank"">adiY</a>"
"HupA-expo-211","4337679","4337706","2.14","adiY","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120011167&organism=ECK12&type=All#OPERON"" target=""_blank"">adiY</a>"
"HupA-expo-212","4362279","4362311","1.06","yjdQ_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009310&organism=ECK12&type=All#OPERON"" target=""_blank"">cadC,yjdQ</a>"
"HupA-expo-213","4432909","4432948","1.11","ytfF","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027832&organism=ECK12&type=All#OPERON"" target=""_blank"">ytfF</a>"
"HupA-expo-214","4438121","4438168","1.17","ytfI","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027834&organism=ECK12&type=All#OPERON"" target=""_blank"">ytfI</a>"
"HupA-expo-215","4438197","4438228","1.08","ytfI","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027834&organism=ECK12&type=All#OPERON"" target=""_blank"">ytfI</a>"
"HupA-expo-216","4480007","4480039","1.29","yjgN","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021049&organism=ECK12&type=All#OPERON"" target=""_blank"">yjgN</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021048&organism=ECK12&type=All#OPERON"" target=""_blank"">yjgM</a>"
"HupA-expo-217","4480057","4480088","1.53","yjgN","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021049&organism=ECK12&type=All#OPERON"" target=""_blank"">yjgN</a>"
"HupA-expo-218","4525386","4525422","1.21","yjhI","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027863&organism=ECK12&type=All#OPERON"" target=""_blank"">yjhH,yjhI,yjhG</a>"
"HupA-expo-219","4525463","4525498","1.35","yjhI","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027863&organism=ECK12&type=All#OPERON"" target=""_blank"">yjhH,yjhI,yjhG</a>"
"HupA-expo-220","4529788","4529821","1.21","sgcC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027864&organism=ECK12&type=All#OPERON"" target=""_blank"">sgcE,sgcR,sgcQ,sgcC,sgcA</a>"
"HupA-expo-221","4541254","4541288","1.11","fimB","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009595&organism=ECK12&type=All#OPERON"" target=""_blank"">fimB</a>"
"HupA-expo-222","4551493","4551505","1.41","uxuA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009708&organism=ECK12&type=All#OPERON"" target=""_blank"">uxuB,uxuA</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009058&organism=ECK12&type=All#OPERON"" target=""_blank"">gntP</a>"
"HupA-expo-223","4555969","4555990","1.21","yjiC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021053&organism=ECK12&type=All#OPERON"" target=""_blank"">yjiC</a>"
"HupA-expo-224","4556061","4556101","1.23","yjiC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021053&organism=ECK12&type=All#OPERON"" target=""_blank"">yjiC</a>"
"HupA-expo-225","4566166","4566182","1.91","yjiN","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027873&organism=ECK12&type=All#OPERON"" target=""_blank"">yjiL,yjiM</a>"
"HupA-expo-226","4580187","4580219","1.4","hsdS","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120015366&organism=ECK12&type=All#OPERON"" target=""_blank"">symE</a>"
"HupA-expo-227","4599942","4599968","1.09","yjjA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009451&organism=ECK12&type=All#OPERON"" target=""_blank"">yjjA</a>"
"HupA-expo-228","4605688","4605707","1.5","fhuF","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021059&organism=ECK12&type=All#OPERON"" target=""_blank"">yjjZ</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120015476&organism=ECK12&type=All#OPERON"" target=""_blank"">fhuF</a>"
"HupA-expo-229","4628800","4628827","1.3","slt",""
