"TF-Condition-#","Start Position","End Position","MACE S/N","Closest gene","Operon"
"HupB-expo-172","3789717","3789747","1.88","waaH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027676&organism=ECK12&type=All#OPERON"" target=""_blank"">waaH</a>"
"HupB-expo-173","3797975","3798002","1.07","waaL",""
"HupB-expo-174","3799026","3799063","0.98","waaU","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120033585&organism=ECK12&type=All#OPERON"" target=""_blank"">waaU</a>"
"HupB-expo-175","3802161","3802186","1.05","waaO","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120049211&organism=ECK12&type=All#OPERON"" target=""_blank"">waaU,waaZ,waaR,waaY,waaO</a>"
"HupB-expo-176","3803330","3803367","1.05","waaB","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120049211&organism=ECK12&type=All#OPERON"" target=""_blank"">waaR,waaO,waaY,waaU,waaZ,waaB</a>"
"HupB-expo-177","3808301","3808312","1.1","waaQ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009481&organism=ECK12&type=All#OPERON"" target=""_blank"">coaD,waaA</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120049211&organism=ECK12&type=All#OPERON"" target=""_blank"">waaG,waaQ,waaZ,waaB,waaU,waaR,waaS,waaP,waaY,waaO</a>"
"HupB-expo-178","3811642","3811669","1.16","rpmB","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009088&organism=ECK12&type=All#OPERON"" target=""_blank"">rpmG,rpmB,mutM</a>"
"HupB-expo-179","3818741","3818748","1.12","yicG","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027680&organism=ECK12&type=All#OPERON"" target=""_blank"">yicG</a>"
"HupB-expo-180","3820829","3820850","1.06","ligB","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021261&organism=ECK12&type=All#OPERON"" target=""_blank"">ligB</a>"
"HupB-expo-181","3822173","3822205","1.09","rpoZ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009532&organism=ECK12&type=All#OPERON"" target=""_blank"">rpoZ,spoT,recG,trmH</a>"
"HupB-expo-182","3838639","3838686","1.1","yicL","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027686&organism=ECK12&type=All#OPERON"" target=""_blank"">yicL</a>"
"HupB-expo-183","3842885","3842908","1.1","adeQ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027688&organism=ECK12&type=All#OPERON"" target=""_blank"">yicN</a>"
"HupB-expo-184","3843533","3843556","1.79","adeQ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021188&organism=ECK12&type=All#OPERON"" target=""_blank"">adeD</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027689&organism=ECK12&type=All#OPERON"" target=""_blank"">adeQ</a>"
"HupB-expo-185","3848679","3848720","1.02","uhpB","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009559&organism=ECK12&type=All#OPERON"" target=""_blank"">uhpC,uhpB</a>"
"HupB-expo-186","3853603","3853631","1.23","tisB","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009117&organism=ECK12&type=All#OPERON"" target=""_blank"">tisB,emrD</a>"
"HupB-expo-187","3860385","3860413","1.6","yidL","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021027&organism=ECK12&type=All#OPERON"" target=""_blank"">yidL</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027691&organism=ECK12&type=All#OPERON"" target=""_blank"">yidJ,yidK</a>"
"HupB-expo-188","3860637","3860667","1.25","yidL","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021027&organism=ECK12&type=All#OPERON"" target=""_blank"">yidL</a>"
"HupB-expo-189","3867338","3867354","1","ibpA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009110&organism=ECK12&type=All#OPERON"" target=""_blank"">yidQ</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009593&organism=ECK12&type=All#OPERON"" target=""_blank"">ibpA,ibpB</a>"
"HupB-expo-190","3870607","3870634","1.04","dgoT",""
"HupB-expo-191","3872346","3872385","1.1","dgoD",""
"HupB-expo-192","3875433","3875465","1.78","yidX","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021031&organism=ECK12&type=All#OPERON"" target=""_blank"">yidX</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027694&organism=ECK12&type=All#OPERON"" target=""_blank"">dgoD,dgoT,dgoK,dgoA,dgoR</a>"
"HupB-expo-193","3876009","3876037","1.23","yidX",""
"HupB-expo-194","3883371","3883401","1.09","dnaA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009449&organism=ECK12&type=All#OPERON"" target=""_blank"">dnaN,dnaA,recF</a>"
"HupB-expo-195","3884311","3884324","1.21","rpmH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009528&organism=ECK12&type=All#OPERON"" target=""_blank"">rnpA,rpmH</a>"
"HupB-expo-196","3891511","3891535","2.34","mdtL","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027698&organism=ECK12&type=All#OPERON"" target=""_blank"">mdtL</a>"
"HupB-expo-197","3893530","3893542","1.1","yidZ","yieE,chrR"
"HupB-expo-198","3897464","3897478","1.12","cbrB","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK125109851&organism=ECK12&type=All#OPERON"" target=""_blank"">cbrC,cbrB</a>"
"HupB-expo-199","3906203","3906239","1.78","bglG","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009051&organism=ECK12&type=All#OPERON"" target=""_blank"">bglF,bglG,bglB</a>"
"HupB-expo-200","3906252","3906278","1.45","bglG","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009051&organism=ECK12&type=All#OPERON"" target=""_blank"">bglF,bglG,bglB</a>"
"HupB-expo-201","3906388","3906415","1.05","bglG","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009051&organism=ECK12&type=All#OPERON"" target=""_blank"">bglF,bglG,bglB</a>"
"HupB-expo-202","3911661","3911669","1.07","pstS","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009393&organism=ECK12&type=All#OPERON"" target=""_blank"">pstB,phoU,pstS,pstA,pstC</a>"
"HupB-expo-203","3929355","3929388","0.98","viaA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027707&organism=ECK12&type=All#OPERON"" target=""_blank"">viaA</a>"
"HupB-expo-204","3933867","3933900","1.1","rbsA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009397&organism=ECK12&type=All#OPERON"" target=""_blank"">rbsC,rbsR,rbsB,rbsA,rbsK</a>"
"HupB-expo-205","3941616","3941643","1.58","yieP","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027709&organism=ECK12&type=All#OPERON"" target=""_blank"">hsrA,yieP</a>"
"HupB-expo-206","3941932","3941970","1","yieP",""
"HupB-expo-207","3941992","3942019","1.45","yieP",""
"HupB-expo-208","3944026","3944044","1.78","yieP",""
"HupB-expo-209","3946909","3946945","1.51","yifE",""
"HupB-expo-210","3950197","3950208","1.41","ilvL","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009787&organism=ECK12&type=All#OPERON"" target=""_blank"">ilvG_1,ilvX,ilvA,ilvM,ilvG_2,ilvE,ilvD,ilvL</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021033&organism=ECK12&type=All#OPERON"" target=""_blank"">yifB</a>"
"HupB-expo-211","3951639","3951665","1.09","ilvG_2","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009787&organism=ECK12&type=All#OPERON"" target=""_blank"">ilvD,ilvA,ilvM,ilvE,ilvG_2</a>"
"HupB-expo-212","3953566","3953591","0.99","ilvD","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009787&organism=ECK12&type=All#OPERON"" target=""_blank"">ilvA,ilvD</a>"
"HupB-expo-213","3960827","3960858","1.23","rep","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009133&organism=ECK12&type=All#OPERON"" target=""_blank"">rep</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027711&organism=ECK12&type=All#OPERON"" target=""_blank"">yifN,yifN_2</a>"
"HupB-expo-214","3968151","3968177","1.14","wecA","wecA,wecG,wecC,wecE,wzzE,wecF,rffH,wzxE,wecB,wzyE,rffG,wecD"
"HupB-expo-215","3971061","3971100","1.14","wecB","wecG,wecC,wecE,wecF,rffH,wzxE,wecB,wzyE,rffG,wecD"
"HupB-expo-216","3972103","3972123","1.04","wecC","wecG,wecC,wecE,wecF,rffH,wzxE,wzyE,rffG,wecD"
"HupB-expo-217","3978572","3978611","1.26","wecF","wecG,wecF,wzyE"
"HupB-expo-218","3979606","3979639","1.07","wzyE","wecG,wzyE"
"HupB-expo-219","3980622","3980644","1.18","wecG","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027716&organism=ECK12&type=All#OPERON"" target=""_blank"">yifK</a>"
"HupB-expo-220","3982402","3982428","1.49","aslB",""
"HupB-expo-221","3982604","3982608","1.68","aslB","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026317&organism=ECK12&type=All#OPERON"" target=""_blank"">aslB</a>"
"HupB-expo-222","3982815","3982834","1.26","aslB","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026317&organism=ECK12&type=All#OPERON"" target=""_blank"">aslB</a>"
"HupB-expo-223","3986156","3986191","1.15","aslA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021192&organism=ECK12&type=All#OPERON"" target=""_blank"">aslA</a>"
"HupB-expo-224","3986211","3986218","1.23","aslA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021192&organism=ECK12&type=All#OPERON"" target=""_blank"">aslA</a>"
"HupB-expo-225","3986820","3986845","1.02","hemY",""
"HupB-expo-226","4002887","4002925","1.61","yigG","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027719&organism=ECK12&type=All#OPERON"" target=""_blank"">yigF,yigG</a>"
"HupB-expo-227","4002978","4003001","1.46","yigG","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027719&organism=ECK12&type=All#OPERON"" target=""_blank"">yigF,yigG</a>"
"HupB-expo-228","4012826","4012858","1.6","metR","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120015513&organism=ECK12&type=All#OPERON"" target=""_blank"">metE</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120015514&organism=ECK12&type=All#OPERON"" target=""_blank"">metR</a>"
"HupB-expo-229","4014482","4014512","1.08","metE",""
"HupB-expo-230","4022103","4022133","1.14","tatA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027728&organism=ECK12&type=All#OPERON"" target=""_blank"">tatB,tatA,tatD,tatC</a>"
"HupB-expo-231","4035715","4035748","1.63","fadB",""
"HupB-expo-232","4035930","4035979","1.08","fadB",""
"HupB-expo-233","4038735","4038769","1.82","yihD",""
"HupB-expo-234","4039360","4039394","1.14","yihD",""
"HupB-expo-235","4040583","4040614","1.04","yihD",""
"HupB-expo-236","4044488","4044507","1.09","yihF","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027733&organism=ECK12&type=All#OPERON"" target=""_blank"">yihF</a>"
"HupB-expo-237","4045150","4045176","1.14","yihF",""
"HupB-expo-238","4046731","4046757","1.09","yihG","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120011157&organism=ECK12&type=All#OPERON"" target=""_blank"">polA</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120010884&organism=ECK12&type=All#OPERON"" target=""_blank"">yihG</a>"
"HupB-expo-239","4062548","4062577","1.05","yihN","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027738&organism=ECK12&type=All#OPERON"" target=""_blank"">yihN</a>"
"HupB-expo-240","4066340","4066369","1.28","yihP",""
"HupB-expo-241","4066623","4066652","1.29","yihP",""
"HupB-expo-242","4068449","4068483","0.95","yihQ",""
"HupB-expo-243","4075607","4075635","1.28","yihX","yihX,dtd,yihY,yiiD"
"HupB-expo-244","4078819","4078845","1.08","yiiE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027746&organism=ECK12&type=All#OPERON"" target=""_blank"">yiiE</a>"
"HupB-expo-245","4079014","4079042","1.31","yiiE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027746&organism=ECK12&type=All#OPERON"" target=""_blank"">yiiE</a>"
"HupB-expo-246","4079163","4079193","1.15","yiiE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027746&organism=ECK12&type=All#OPERON"" target=""_blank"">yiiE</a>"
"HupB-expo-247","4079427","4079457","1.34","yiiE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027746&organism=ECK12&type=All#OPERON"" target=""_blank"">yiiF,yiiE</a>"
"HupB-expo-248","4080055","4080063","1.44","fdhD",""
"HupB-expo-249","4087240","4087262","1.39","yiiG","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027749&organism=ECK12&type=All#OPERON"" target=""_blank"">yiiG</a>"
"HupB-expo-250","4092736","4092756","1.15","frvA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027750&organism=ECK12&type=All#OPERON"" target=""_blank"">frvX,frvA,frvR,frvB</a>"
"HupB-expo-251","4094529","4094555","1.02","rhaD","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK125095459&organism=ECK12&type=All#OPERON"" target=""_blank"">rhaD</a>"
"HupB-expo-252","4153429","4153453","1.09","ppc","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120011089&organism=ECK12&type=All#OPERON"" target=""_blank"">ppc</a>"
"HupB-expo-253","4161225","4161246","1.15","fabR","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027770&organism=ECK12&type=All#OPERON"" target=""_blank"">yijD,fabR</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120015324&organism=ECK12&type=All#OPERON"" target=""_blank"">sthA</a>"
"HupB-expo-254","4168600","4168631","1.2","murB",""
"HupB-expo-255","4175568","4175599","1.32","tufB","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009686&organism=ECK12&type=All#OPERON"" target=""_blank"">tufB</a>"
"HupB-expo-256","4175683","4175713","1.41","tufB","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009686&organism=ECK12&type=All#OPERON"" target=""_blank"">tufB</a>"
"HupB-expo-257","4179715","4179738","1.13","rplJ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009523&organism=ECK12&type=All#OPERON"" target=""_blank"">rplL,rpoB,rplJ,rpoC</a>"
"HupB-expo-258","4180130","4180153","1.04","rplJ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009523&organism=ECK12&type=All#OPERON"" target=""_blank"">rplL,rpoB,rplJ,rpoC</a>"
"HupB-expo-259","4186886","4186916","1.02","rpoC",""
"HupB-expo-260","4200762","4200799","1.12","yjaH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030223&organism=ECK12&type=All#OPERON"" target=""_blank"">yjaH</a>"
"HupB-expo-261","4207965","4207995","1.21","purH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009249&organism=ECK12&type=All#OPERON"" target=""_blank"">purH,purD</a>"
"HupB-expo-262","4209980","4210008","0.96","purH",""
"HupB-expo-263","4211258","4211281","1.07","yjaA",""
"HupB-expo-264","4222182","4222191","1.4","arpA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027779&organism=ECK12&type=All#OPERON"" target=""_blank"">arpA</a>"
"HupB-expo-265","4233395","4233426","1.1","lysC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120011126&organism=ECK12&type=All#OPERON"" target=""_blank"">pgi</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120011125&organism=ECK12&type=All#OPERON"" target=""_blank"">lysC</a>"
"HupB-expo-266","4242062","4242094","1.71","xylE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027786&organism=ECK12&type=All#OPERON"" target=""_blank"">xylE</a>"
"HupB-expo-267","4248818","4248846","0.99","lamB",""
"HupB-expo-268","4260781","4260798","1.75","yjbM","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027790&organism=ECK12&type=All#OPERON"" target=""_blank"">yjbM</a>"
"HupB-expo-269","4260888","4260914","1.15","yjbM","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027790&organism=ECK12&type=All#OPERON"" target=""_blank"">yjbM</a>"
"HupB-expo-270","4261049","4261077","1.09","yjbM","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027790&organism=ECK12&type=All#OPERON"" target=""_blank"">yjbM</a>"
"HupB-expo-271","4268586","4268589","1.04","aphA",""
"HupB-expo-272","4268788","4268825","1.43","yjbS",""
"HupB-expo-273","4268859","4268887","1.18","yjbS","yjbS"
"HupB-expo-274","4278847","4278882","1.12","ghxP","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027795&organism=ECK12&type=All#OPERON"" target=""_blank"">ghxP</a>"
"HupB-expo-275","4282544","4282571","1.29","yjcF",""
"HupB-expo-276","4291542","4291570","1.06","nrfE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009390&organism=ECK12&type=All#OPERON"" target=""_blank"">nrfE,nrfF,nrfG</a>"
"HupB-expo-277","4295225","4295249","1.02","gltP",""
"HupB-expo-278","4305553","4305584","1.22","yjcS",""
"HupB-expo-279","4311404","4311435","1.23","alsB","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120033596&organism=ECK12&type=All#OPERON"" target=""_blank"">alsB,alsA,alsE,alsC</a>"
"HupB-expo-280","4327176","4327208","1.28","crfC","crfC,yjcZ,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027804&organism=ECK12&type=All#OPERON"" target=""_blank"">yjdM</a>"
"HupB-expo-281","4327269","4327295","1.84","crfC","crfC,yjcZ"
"HupB-expo-282","4330428","4330452","1.13","proP","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009346&organism=ECK12&type=All#OPERON"" target=""_blank"">proP</a>"
"HupB-expo-283","4337631","4337654","3.21","adiY","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120011167&organism=ECK12&type=All#OPERON"" target=""_blank"">adiY</a>"
"HupB-expo-284","4337679","4337706","2.32","adiY","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120011167&organism=ECK12&type=All#OPERON"" target=""_blank"">adiY</a>"
"HupB-expo-285","4392294","4392330","1.22","yjeV",""
"HupB-expo-286","4392503","4392528","1.36","yjeV","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120049207&organism=ECK12&type=All#OPERON"" target=""_blank"">yjeV</a>"
"HupB-expo-287","4402866","4402907","1.05","hflK","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120033604&organism=ECK12&type=All#OPERON"" target=""_blank"">hflC,hflK</a>"
"HupB-expo-288","4408844","4408871","1.21","rnr","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027825&organism=ECK12&type=All#OPERON"" target=""_blank"">rlmB,rnr,yjfI,yjfJ</a>"
"HupB-expo-289","4408988","4409005","1.21","rnr","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027825&organism=ECK12&type=All#OPERON"" target=""_blank"">rlmB,rnr,yjfI,yjfJ</a>"
"HupB-expo-290","4427769","4427807","1.08","ytfA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021090&organism=ECK12&type=All#OPERON"" target=""_blank"">ytfA</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021044&organism=ECK12&type=All#OPERON"" target=""_blank"">yjfZ</a>"
"HupB-expo-291","4432869","4432896","1.23","ytfF","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027832&organism=ECK12&type=All#OPERON"" target=""_blank"">ytfF</a>"
"HupB-expo-292","4437850","4437884","1.07","ytfI","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027834&organism=ECK12&type=All#OPERON"" target=""_blank"">ytfI</a>"
"HupB-expo-293","4438123","4438154","1.23","ytfI","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027834&organism=ECK12&type=All#OPERON"" target=""_blank"">ytfI</a>"
"HupB-expo-294","4466237","4466266","1.18","treB","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009404&organism=ECK12&type=All#OPERON"" target=""_blank"">treC,treB</a>"
"HupB-expo-295","4467178","4467215","1","treR","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120011122&organism=ECK12&type=All#OPERON"" target=""_blank"">mgtA,mgtL</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009583&organism=ECK12&type=All#OPERON"" target=""_blank"">treR</a>"
"HupB-expo-296","4472482","4472514","0.91","pyrL","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009667&organism=ECK12&type=All#OPERON"" target=""_blank"">pyrI,pyrB,pyrL</a>"
"HupB-expo-297","4476293","4476320","1.21","yjgL",""
"HupB-expo-298","4480007","4480047","1.27","yjgN","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021049&organism=ECK12&type=All#OPERON"" target=""_blank"">yjgN</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021048&organism=ECK12&type=All#OPERON"" target=""_blank"">yjgM</a>"
"HupB-expo-299","4480094","4480120","1.15","yjgN","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021049&organism=ECK12&type=All#OPERON"" target=""_blank"">yjgN</a>"
"HupB-expo-300","4480191","4480229","1.08","yjgN","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021049&organism=ECK12&type=All#OPERON"" target=""_blank"">yjgN</a>"
"HupB-expo-301","4484165","4484187","1.08","holC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120033563&organism=ECK12&type=All#OPERON"" target=""_blank"">valS,holC</a>"
"HupB-expo-302","4491454","4491479","1","idnT","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009042&organism=ECK12&type=All#OPERON"" target=""_blank"">idnT,idnR</a>"
"HupB-expo-303","4505205","4505245","1.1","yjhB","yjhC,yjhB"
"HupB-expo-304","4505990","4506030","0.95","yjhC","ythA"
"HupB-expo-305","4525473","4525498","1.39","yjhI","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027863&organism=ECK12&type=All#OPERON"" target=""_blank"">yjhH,yjhI,yjhG</a>"
"HupB-expo-306","4529793","4529818","1.28","sgcC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027864&organism=ECK12&type=All#OPERON"" target=""_blank"">sgcE,sgcR,sgcQ,sgcC,sgcA</a>"
"HupB-expo-307","4537777","4537798","1.14","nanM","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK125162170&organism=ECK12&type=All#OPERON"" target=""_blank"">nanS,nanM</a>"
"HupB-expo-308","4541254","4541288","1.13","fimB","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009595&organism=ECK12&type=All#OPERON"" target=""_blank"">fimB</a>"
"HupB-expo-309","4551493","4551505","1.55","uxuA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009708&organism=ECK12&type=All#OPERON"" target=""_blank"">uxuB,uxuA</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009058&organism=ECK12&type=All#OPERON"" target=""_blank"">gntP</a>"
"HupB-expo-310","4566166","4566186","1.44","yjiN","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027873&organism=ECK12&type=All#OPERON"" target=""_blank"">yjiL,yjiM</a>"
"HupB-expo-311","4571846","4571875","1.1","yjiS","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027876&organism=ECK12&type=All#OPERON"" target=""_blank"">yjiS</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021055&organism=ECK12&type=All#OPERON"" target=""_blank"">yjiR</a>"
"HupB-expo-312","4579705","4579735","1.06","symE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009098&organism=ECK12&type=All#OPERON"" target=""_blank"">symE,mcrC,mcrB</a>"
"HupB-expo-313","4580182","4580213","1.24","hsdS","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120015366&organism=ECK12&type=All#OPERON"" target=""_blank"">symE</a>"
"HupB-expo-314","4580221","4580250","1.27","hsdS","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120015366&organism=ECK12&type=All#OPERON"" target=""_blank"">symE</a>"
"HupB-expo-315","4605688","4605707","1.21","fhuF","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021059&organism=ECK12&type=All#OPERON"" target=""_blank"">yjjZ</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120015476&organism=ECK12&type=All#OPERON"" target=""_blank"">fhuF</a>"
"HupB-expo-316","4616912","4616921","1.02","yjjI","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009210&organism=ECK12&type=All#OPERON"" target=""_blank"">deoB,deoA,deoD,deoC</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027892&organism=ECK12&type=All#OPERON"" target=""_blank"">yjjI</a>"
